NRO. RESOLUCIÓN,FECHA DE EMISIÓN,ASUNTO,NOMBRE DE LA ORGANIZACIÓN,TIPO DE SERVICIO,TIPO DE SERVICIO ESPECIFÍCO,APROBADO POR,PEDIDO_UNIFICADO
SGDPN-DRCPN-2025-0377-R,2025-06-06,PERSONERIA JURIDICA,"COMUNIDAD DE LA NACIONALIDAD SHUAR ""CHARIP""",Personería jurídica de las comunas y comunidades,Personería jurídica de las comunas y comunidades,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica de las comunas y comunidades
SGDPN-DRCPN-2025-0378-R,2025-06-06,REGISTRO DE DIRECTIVA,COMUNIDAD CAMPESINA LA MAGDALENA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0379-R,2025-06-06,REGISTRO DE DIRECTIVA,ASOCIACIÓN DE DESARROLLO COMUNITARIO SAN SILVESTREE ASODECOS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0380-R,2025-06-09,REGISTRO DE DIRECTIVA,FUNDACIÓN ECOLÓGICA TIUTI WALLY,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0381-R,2025-06-09,INCLUSION Y EXCLUSION DE SOCIOS,FUNDACIÓN ECOLÓGICA TIUTI WALLY,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSION Y EXCLUSION DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0382-R,2025-06-09,REGISTRO DE DIRECTIVA,COMUNIDAD ACHUAR SHAIME,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0383-R,2025-06-11,REGISTRO DE DIRECTIVA,ASOCIACION DE MUJERES COFANES A´TSE,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0384-R,2025-06-11,REGISTRO DE DIRECTIVA,COMUNIDAD OMAGUA TURUPUNTA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0385-R,2025-06-11,REGISTRO DE DIRECTIVA,CENTRO SHUAR SHIRAM,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0386-R,2025-06-11,REGISTRO DE DIRECTIVA,CENTRO SHUAR SINTINIS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0387-R,2025-06-11,REGISTRO DE DIRECTIVA,CENTRO SHUAR SAANT-SAN JOSE,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0388-R,2025-06-11,REFORMA DE ESTATUTO,COMUNIDAD DE KICHWA RIO BLANCO NAPO - ORELLANA,Reforma y mejoramiento del Estatuto,Reforma y codificación del Estatuto,Luis Fernando Sarango Macas,REFORMA DE ESTATUTO | Reforma y mejoramiento del Estatuto
SGDPN-DRCPN-2025-0389-R,2025-06-11,REGISTRO DE DIRECTIVA,FUNDACION PARA LA SOSTENIBILIDAD INTEGRAL COMUNITARIA FUNSOSCOM,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0390-R,2025-06-13,REGISTRO DE DIRECTIVA,CENTRO SHUAR DE TINK,Registro y actualización de Directiva,Registro y actualización de Directiva,Ángel Chela Llumiguano,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0391-R,2025-06-13,REFORMA DE ESTATUTO,ASOCIACION KICHWA MUSHUK KAWSAY,Reforma y mejoramiento del Estatuto,Reforma y codificación del Estatuto,Ángel Chela Llumiguano,REFORMA DE ESTATUTO | Reforma y mejoramiento del Estatuto
SGDPN-DRCPN-2025-0392-R,2025-06-13,REGISTRO DE DIRECTIVA,ASOCIACIÓN COMUNITARIA TERRITORIAL EL EDEN,Registro y actualización de Directiva,Registro y actualización de Directiva,Ángel Chela Llumiguano,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0393-R,2025-06-13,REFORMA DE ESTATUTO,"COMUNIDAD ETNOECOLÓGICA PABLO LOPEZ DEL OGLAN ALTO ""CEPLOA""",Reforma y mejoramiento del Estatuto,Reforma y codificación del Estatuto,Ángel Chela Llumiguano,REFORMA DE ESTATUTO | Reforma y mejoramiento del Estatuto
SGDPN-DRCPN-2025-0394-R,2025-06-13,REGISTRO DE DIRECTIVA,ASOCIACION SICHA PUMA MORAVIA - SHELL,Registro y actualización de Directiva,Registro y actualización de Directiva,Ángel Chela Llumiguano,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0395-R,2025-06-13,REGISTRO DE DIRECTIVA,ASOCIACION SICHA PUMA MORAVIA - SHELL,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Ángel Chela Llumiguano,REGISTRO DE DIRECTIVA | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0396-R,2025-06-13,REGISTRO DE DIRECTIVA,CENTRO SHUAR BARRANCO,Registro y actualización de Directiva,Registro y actualización de Directiva,Ángel Chela Llumiguano,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0397-R,2025-06-13,PERSONERIA JURIDICA,FUNDACION COMO UN SUEÑO,Personería jurídica a organizaciones sin fines de lucro,Personería jurídica de fundaciones,Ángel Chela Llumiguano,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0398-R,2025-06-16,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA INCHILLAQUI,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0399-R,2025-06-16,REGISTRO DE DIRECTIVA,ASOCIACIÓN DE DESARROLLO Y MODERNIZACION SOCIAL ASODEM,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0400-R,2025-06-16,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA CHALLWA YAKU,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0401-R,2025-06-16,PERSONERIA JURIDICA,FUNDACIÓN MANABI PROFUNDO,Personería jurídica a organizaciones sin fines de lucro,Personería jurídica de fundaciones,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0402-R,2025-06-18,REGISTRO DE DIRECTIVA,CENTRO SHUAR CHUWITAYU,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0403-R,2025-06-18,PERSONERIA JURIDICA,FUNDACIÓN ECOLOGICA EL AVE FENIX DE LA AMAZONIA,Personería jurídica a organizaciones sin fines de lucro,Personería jurídica de fundaciones,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0404-R,2025-06-18,REGISTRO DE DIRECTIVA,CENTRO SHUAR TSUNTSUIM,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0405-R,2025-06-18,REGISTRO DE DIRECTIVA,COMUNA KICHWA SANTA CLARA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0406-R,2025-06-18,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA 12 DE DICIEMBRE,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0407-R,2025-06-18,REGISTRO DE DIRECTIVA,CORPORACION COCDIAG,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0408-R,2025-06-18,PERSONERIA JURIDICA,RECINTO LAS PIÑAS DE ABAJO,Personería jurídica de las comunas y comunidades,Personería jurídica de las comunas y comunidades,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica de las comunas y comunidades
SGDPN-DRCPN-2025-0409-R,2025-06-18,INCLUSION Y EXCLUSION DE SOCIOS,COORPORACION DE DESARROLLO INTEGRAL DE LOS PUEBLOS INDIGENAS Y CAMPESINOS,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSION Y EXCLUSION DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0410-R,2025-06-18,REGISTRO DE DIRECTIVA,COORPORACION DE DESARROLLO INTEGRAL DE LOS PUEBLOS INDIGENAS Y CAMPESINOS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0411-R,2025-06-18,REGISTRO DE DIRECTIVA,FUNDACION DE AYUDA SOCIAL INTEGRAL Y COMUNITARIA SAN PABLO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0412-R,2025-06-18,PERSONERIA JURIDICA,RECINTO LAS PIÑAS DE ABAJO,Personería jurídica de las comunas y comunidades,Personería jurídica de las comunas y comunidades,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica de las comunas y comunidades
SGDPN-DRCPN-2025-0413-R,2025-06-18,REGISTRO DE DIRECTIVA,CENTRO SHUAR WAMPIM SAN LUIS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0414-R,2025-06-18,REGISTRO DE DIRECTIVA,COMUNIDAD SHUAR CHINIMP,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0415-R,2025-06-18,REGISTRO DE DIRECTIVA,COMUNIDAD ANCESTRAL KICHWA CHUYA YAKU,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0416-R,2025-06-18,REGISTRO DE DIRECTIVA,ASOCIACIÓN ISAAC VARGAS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0417-R,2025-06-18,REGISTRO DE DIRECTIVA,FUNDACION DE DESARROLLO INTEGRAL MUSHUK WIÑARI GUANGAJE,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0418-R,2025-06-18,REGISTRO DE DIRECTIVA,ORGANIZACIÓN DEL PUEBLO KICHWA SARAGURO KARU PANAKA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0419-R,2025-06-18,REGISTRO DE DIRECTIVA,COMUNIDAD DE NACIONALIDAD SHUAR TSANIMP CONASHTS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0420-R,2025-06-18,REGISTRO DE DIRECTIVA,FUNDACIÓN MAKITA CHARINCHIK,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0421-R,2025-06-19,REGISTRO DE DIRECTIVA,FUNDACIÓN MANABI PROFUNDO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0422-R,2025-06-19,REGISTRO DE DIRECTIVA,CENTRO SHUAR - ACHUAR SAN RAMON,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0423-R,2025-06-20,REGISTRO DE DIRECTIVA,ASOCIACIÓN MONTUVIA COMUNITARIA AGUILA NEGRA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0424-R,2025-06-20,PERSONERIA JURIDICA,COMUNA ANCESTRAL CERRITO DE LOS MORREÑOS,Personería jurídica de las comunas y comunidades,Personería jurídica de las comunas y comunidades,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica de las comunas y comunidades
SGDPN-DRCPN-2025-0425-R,2025-06-20,PERSONERIA JURIDICA,"ASOCIACIÓN DE MUJERES COFANES ""A´ TSE""",Personería jurídica de las comunas y comunidades,Personería jurídica de las comunas y comunidades,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica de las comunas y comunidades
SGDPN-DRCPN-2025-0426-R,2025-06-20,PERSONERIA JURIDICA,FUNDACION DE MUJERES AMAZONICAS DEFENSORAS DE LA SELVA,Personería jurídica de las comunas y comunidades,Personería jurídica de las comunas y comunidades,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica de las comunas y comunidades
SGDPN-DRCPN-2025-0427-R,2025-06-20,REGISTRO DE DIRECTIVA,PUEBLO ORIGINARIO ANCESTRAL DEL CENTRO SHUAR KUMAI,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0428-R,2025-06-20,REGISTRO DE DIRECTIVA,FUNDACIÓN DE DESARROLLO INTEGRAL DE AMARUN CHURI,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0429-R,2025-06-23,REGISTRO DE DIRECTIVA,COMUNIDAD DE QUIJUAR DE GUACHALA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0430-R,2025-06-23,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA GENERAL WAMI DEL RÍO PUNINO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0431-R,2025-06-23,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA GENERAL WAMI DEL RÍO PUNINO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0432-R,2025-06-23,REGISTRO DE DIRECTIVA,ASOCIACIÓN KICHWA DE LIMON COCHA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0433-R,2025-06-23,REGISTRO DE DIRECTIVA,FUNDACIÓN INTERNACIONAL PARA LA PROMOCION DEL DESARROLLO SUSTENTABLE FUTURO LATINOAMERICANO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0434-R,2025-06-24,REGISTRO DE DIRECTIVA,COMUNA KICHWA PAÑACOCHA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0435-R,2025-06-24,REFORMA DE ESTATUTO,COMUNIDAD SHUAR TARUKA,Reforma y mejoramiento del Estatuto,Reforma y codificación del Estatuto,Luis Fernando Sarango Macas,REFORMA DE ESTATUTO | Reforma y mejoramiento del Estatuto
SGDPN-DRCPN-2025-0436-R,2025-06-25,PERSONERIA JURIDICA,ASOCIACION DE WARMIKUNA KAWSAY KANCHAY,Personería jurídica a organizaciones sin fines de lucro,"Personería jurídica de corporaciones de primer, segundo y tercer grado",Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0437-R,2025-06-25,REGISTRO DE DIRECTIVA,CENTRO MEÑEPARE,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0438-R,2025-06-25,REGISTRO DE DIRECTIVA,SAN PEDRO DE MUSHUK KAWASAY,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0439-R,2025-06-25,REGISTRO DE DIRECTIVA,"FEDERACION DE ORGANIZACIONES DE LA NACIONALIDAD KICHWA DE SUCUMBIOS ""FONAKISE""",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0440-R,2025-06-26,REGISTRO DE DIRECTIVA,FUNDACION ESTRELLA SUYAY,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0441-R,2025-06-26,REGISTRO DE DIRECTIVA,CENTRO SHUAR JIMIARA ENTSA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0442-R,2025-06-26,REFORMA DE ESTATUTO,COMUNA LOMAKUNGA,Reforma y mejoramiento del Estatuto,Reforma y codificación del Estatuto,Luis Fernando Sarango Macas,REFORMA DE ESTATUTO | Reforma y mejoramiento del Estatuto
SGDPN-DRCPN-2025-0443-R,2025-06-26,REGISTRO DE DIRECTIVA,CENTRO SHUAR ANTUASH,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0444-R,2025-06-26,INCLUSION DE SOCIOS,FUNDACION KAIROS LIDERES HUMANITARIOS DEL ECUADOR,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSION DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0445-R,2025-06-26,REGISTRO DE DIRECTIVA,FUNDACION KAIROS LIDERES HUMANITARIOS DEL ECUADOR,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0446-R,2025-06-26,REGISTRO DE DIRECTIVA,COMUNIDAD DE POTRERILLOS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0447-R,2025-06-26,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA TUMANANGU,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0448-R,2025-06-27,REGISTRO DE DIRECTIVA,"CENTRO COFAN ""CHANDIA NAE´EN""",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0449-R,2025-06-27,REGISTRO DE DIRECTIVA,ORGANIZACIÓN DE MUJERES KICHWAS Y CAMPESINAS DE AMBATILLO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0450-R,2025-06-27,REGISTRO DE DIRECTIVA,COMUNA SIEKOPAI BELLAVISTA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0451-R,2025-06-27,REGISTRO DE DIRECTIVA,FUNDACION MURUPAKARI,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0452-R,2025-06-27,REGISTRO DE DIRECTIVA,COMUNA KICHWA YANA ALLPA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0453-R,2025-06-27,REGISTRO DE DIRECTIVA,FUNDACION KAWSAY ÑAN,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0454-R,2025-06-27,REGISTRO DE DIRECTIVA,CENTRO SHUAR KUNKUP,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0455-R,2025-06-27,REGISTRO DE DIRECTIVA,ASOCIACION SHUAR CHIWIAS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0456-R,2025-06-27,REGISTRO DE DIRECTIVA,ASOCIACION SHUAR CHIWIAS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0457-R,2025-06-30,REGISTRO DE DIRECTIVA,INSTITUTO DE ESTUDIOS DE INVESTIGACION DE LA CONTINUIDAD DE LA SABIDURIA ANDINA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0458-R,2025-06-30,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA KUYAYAKU,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0459-R,2025-07-01,REGISTRO DE DIRECTIVA,"COMUNIDAD KICHWA ""SUYU KAWSAY"" DE TENA",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0460-R,2025-07-01,REGISTRO DE DIRECTIVA,CENTRO CHACHI LA CEIBA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0461-R,2025-07-01,REGISTRO DE DIRECTIVA,COMUNIDAD GUIÑA CHIMBANA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0462-R,2025-07-01,REGISTRO DE DIRECTIVA,COMUNIDAD EL QUIJUAR DE GUACHALA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0463-R,2025-07-01,REGISTRO DE DIRECTIVA,CENTRO CHACHI PLAYA GRANDE,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0464-R,2025-07-01,REGISTRO DE DIRECTIVA,ORGANIZACIÓN NACIONAL FUERZA SOCIALES DEL ECUADOR FSE,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0465-R,2025-07-02,REGISTRO DE DIRECTIVA,UNIÓN DE COMUNIDADES INDIGENAS Y PLURICULTURALES DE AZAMA UNORINCA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0466-R,2025-07-02,PERSONERIA JURIDICA,COMUNIDAD SAN JOSE DE ROMERILLO,Personería jurídica de las comunas y comunidades,Personería jurídica de las comunas y comunidades,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica de las comunas y comunidades
SGDPN-DRCPN-2025-0467-R,2025-07-04,REGISTRO DE DIRECTIVA,COMUNIDAD BELLAVISTA DE SAN PEDRO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0468-R,2025-07-04,PERSONERIA JURIDICA,ASOCIACION DE EMPRENDEDORES POR UN FUTURO MEJOR,Personería jurídica a organizaciones sin fines de lucro,"Personería jurídica de corporaciones de primer, segundo y tercer grado",Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0469-R,2025-07-04,PERSONERIA JURIDICA,COMUNIDAD SHUAR PIATAYU SAN RAFAEL,Personería jurídica de las comunas y comunidades,Personería jurídica de las comunas y comunidades,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica de las comunas y comunidades
SGDPN-DRCPN-2025-0470-R,2025-07-04,PERSONERIA JURIDICA,"FUNDACION GOBERNANZA INDIGENA ""USHAY""",Personería jurídica a organizaciones sin fines de lucro,Personería jurídica de fundaciones,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
